Incident ID,Reporter,Date of Occurance,Responsible Dirctorate,Region,District,Chiefdom,Community/Town/Village,Latitude,Longitude,Type of Incident,Cause of Incident,Dwelling Houses, Facility,School,Health Facility,Community Facility,Religious Center,Number of Facility,Shops/Business Center,Business Owners,Number of Households,Population Size,Response Status,Type of Response,Partners Intervention,Collaboration,Collaborating Partners,Date of Response,Male,Female,Boys,Girls,Persons with disability,Pregnant,Lactating Mothers,Death Cases,Injured cases,School Going Boys,School Going Girls
220622FRWU057,Open Source,22/06/2022,,Western Area,Western Urban,N/A,"43 Beach Road,Freetown",8.432676,-13.276372,Fire,Electrical Malfunction,1,None,0,0,0,0,0,0,0,1,6,Pending,Pending,Pending,Pending,Pending,28/08/2022,2,2,1,1,0,0,0,0,0,1,1
220827COWU008,Open Source,27/08/2022,,Western Area,Western Urban,N/A,"15 Dan Street, Fourah Bay",8.432676,-13.276372,Building Collapse,Heavy Downpour of Rain,1,0,0,0,0,0,0,0,0,3,15,Pending,Pending,Pending,Pending,Pending,29/08/2022,4,6,3,2,0,0,0,0,0,3,2
220812FLPL005,DSCOORD,12/08/2022,RR,North West,Port Loko,Marampa Chiefdom,Lunsar Town,8.675273,-12.938353,Flooding,Heavy Downpour of Rain,70,None,0,0,0,0,0,0,0,203,519,Pending,Pending,Pending,Pending,Pending,30/08/2022,171,156,94,98,9,22,41,0,0,56,67
220717FLTL006,DSCOORD,17/07/2022,RR,North,Tonkolili,Tane,"Fullah Tow,Matotoka Town",8.717867,-11.951925,Flooding,Heavy Downpour of Rain,12,None,0,0,0,0,0,0,0,22,115,Pending,Pending,Pending,Pending,Pending,31/08/2022,34,38,23,20,2,1,4,0,0,15,12
220801BABT001,Open Source,01/08/2022,RR,South,Bonthe,Jong,Mosembo Village,7.52639,-12.505,Boat Accident,Boat Collision,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,Pending,Pending,Pending,pending,Pending,01/09/2022,2,3,0,1,0,0,1,3,2,0,0
220802BAWR002,Open Source,02/08/2022,RR,Western Area,Western Rural,,Jui Wharf,8.47616,-13.25223,Boat Accident,Over Loading,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Pending,Pending,Pending,pending,Pending,02/09/2022,17,0,0,0,0,0,0,9,5,0,0
220828FLWO007,DSCOORD,28/08/2022,RR,Western Area,Western Urban,N/A,Culvert,8.432676,-13.276372,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,1439,5978,Pending,Pending,Pending,Pending,Pending,03/09/2022,1338,1325,1715,1600,,103,177,0,0,1234,1159
220828FLWO008,DSCOORD,28/08/2022,RR,Western Area,Western Urban,N/A,Kanikay,8.432676,-13.276372,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,18,89,Pending,Pending,Pending,Pending,Pending,04/09/2022,25,19,24,21,0,1,2,0,0,17,11
220828FLWO009,DSCOORD,28/08/2022,RR,Western Area,Western Urban,N/A,"Old Wharf,Joshua Johnson Community",8.432676,-13.276372,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,129,785,Pending,Pending,Pending,Pending,Pending,05/09/2022,186,202,192,205,0,19,55,0,0,184,165
220828FLWO010,DSCOORD,28/08/2022,RR,Western Area,Western Urban,N/A,"Kaningo Drive, Lumley",8.432676,-13.276372,Flooding,Heavy Downpour of Rain,5,None,0,0,0,0,0,0,0,12,53,Pending,Pending,Pending,Pending,Pending,06/09/2022,11,12,17,13,0,1,1,0,0,12,12
220828FLWO011,DSCOORD,28/08/2022,RR,Western Area,Western Urban,N/A,"Lumley Regent Road,Jarret Drive",8.432676,-13.276372,Flash Flood,Heavy Downpour of Rain,2,None,0,0,0,0,0,0,0,4,21,Pending,Pending,Pending,Pending,Pending,07/09/2022,3,10,3,5,0,1,0,0,0,3,4
220828FLWO012,DSCOORD,28/08/2022,RR,Western Area,Western Urban,N/A,Lumley Amadu Lane,8.432676,-13.276372,Flash Flood,Heavy Downpour of Rain,3,None,0,0,0,0,0,0,0,7,24,Pending,Pending,Pending,Pending,Pending,08/09/2022,6,7,8,3,0,0,0,0,0,3,1
220828FLWO013,DSCOORD,28/08/2022,RR,Western Area,Western Urban,N/A,"Alpha Terrace,New site( Wellington)",8.432676,-13.276372,Flash Flood,Heavy Downpour of Rain,12,None,0,0,0,0,0,0,0,49,235,Pending,Pending,Pending,Pending,Pending,09/09/2022,65,68,49,53,0,6,2,0,0,42,49
220828FLWO014,DSCOORD,28/08/2022,RR,Western Area,Western Urban,N/A,Bottom Oku,8.432676,-13.276372,Flash Flood,Heavy Downpour of Rain,3,None,0,0,0,0,0,0,0,6,37,Pending,Pending,Pending,Pending,Pending,10/09/2022,13,12,6,6,0,1,1,0,0,6,8
220828FLWO015,DSCOORD,28/08/2022,RR,Western Area,Western Urban,N/A,"Assension Town Road, Congo Town",8.432676,-13.276372,Flash Flood,Heavy Downpour of Rain,2,None,0,0,0,0,0,0,0,3,18,Pending,Pending,Pending,Pending,Pending,11/09/2022,6,5,4,3,0,1,0,0,0,3,3
220828FLWO016,DSCOORD,28/08/2022,RR,Western Area,Western Urban,N/A,Kolleh Town ,8.432676,-13.276372,Flash Flood,Heavy Downpour of Rain,1,None,0,0,0,0,0,0,0,1,12,Pending,Pending,Pending,Pending,Pending,12/09/2022,3,2,3,4,0,0,0,0,0,3,4
220828FLWO017,DSCOORD,28/08/2022,RR,Western Area,Western Urban,N/A,CKG(Crab Town),8.432676,-13.276372,Flash Flood,Heavy Downpour of Rain,1,None,0,0,0,0,0,0,0,1,8,Pending,Pending,Pending,Pending,Pending,13/09/2022,2,3,2,1,0,0,0,0,0,2,1
220828MLWU001,DSCOORD,28/08/2022,RR,Western Area,Western Urban,N/A,"Looking Town,Kissy Freetown ",8.432676,-13.276372,Mudslide,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,7,29,Pending,Pending,Pending,Pending,Pending,14/09/2022,11,7,4,7,0,3,2,6,5,4,4
220828COWU007,DSCOORD,28/08/2022,RR,Western Area,Western Urban,N/A,54 Mount Aureol ,8.432676,-13.276372,Building Collapse,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,10,45,Pending,Pending,Pending,Pending,Pending,15/09/2022,17,15,7,6,0,2,1,1,2,3,3
220828COWU008,DSCOORD,28/08/2022,RR,Western Area,Western Urban,N/A,Hook Street,8.432676,-13.276372,Building Collapse,Heavy Downpour of Rain,1,None,0,0,0,0,0,0,0,1,13,Pending,Pending,Pending,Pending,Pending,16/09/2022,4,2,3,4,0,0,0,1,0,2,4
220828FLWU018,DSCOORD,28/08/2022,,Western Area,Western Urban,N/A,"River Side, Tengbeh Town",8.432676,-13.276372,Flash Flood,Heavy Downpour of Rain,1,None,0,0,0,0,0,0,0,2,10,Pending,Pending,Pending,Pending,Pending,17/09/2022,2,2,3,3,0,0,0,0,0,2,3
220911COWU010,DSCOORD,11/09/2022,RR,Western Area,Western Urban,N/A,Teneba Road Kuntoloh,8.432676,-13.276372,Building Collapse,Poor Construction,1,None,0,0,0,0,0,0,0,1,5,Pending,Pending,Pending,Pending,Pending,18/09/2022,2,1,1,1,0,0,0,0,1,0,0
220911COWU009,DSCOORD,11/09/2022,RR,Western Area,Western Urban,N/A,"Spur Loop, Jagema",8.432676,-13.276372,Building Collapse,Poor Construction,2,None,0,0,0,0,0,0,0,2,15,Pending,Pending,Pending,Pending,Pending,19/09/2022,7,3,3,2,0,0,1,4,3,2,1
220911BRWR001,DSCOORD,11/09/2022,RR,Western Area,Western Rural,N/A,No Two River Jeff Town,8.47616,-13.25223,Bolder Roll,Heavy Downpour of rain,2,None,0,0,0,0,0,0,0,2,12,Pending,Pending,Pending,Pending,Pending,20/09/2022,4,3,2,3,0,0,1,1,3,0,0
220911COWU010,DSCOORD,11/09/2022,RR,Western Area,Western Rural,N/A,"Jarett Drive, Back of Country Lodge",8.47616,-13.25223,Building Collapse,Poor Construction,1,None,0,0,0,0,0,0,0,3,16,Pending,Pending,Pending,Pending,Pending,21/09/2022,6,5,2,3,0,0,0,2,0,2,2
220911COWU011,DSCOORD,11/09/2022,RRP,Western Area,Western Rural,N/A,Kelly Junction Sumaila Town,8.47616,-13.25223,Building Collapse,Poor Construction,1, None,0,0,0,0,0,0,0,2,10,Pending,Pending,Pending,Pending,Pending,22/09/2022,4,3,2,1,0,0,0,0,0,1,1
220911COWU012,DSCOORD,11/09/2022,RRP,Western Area,Western Rural,N/A,"Samie Town, Sumaila Town",8.47616,-13.25223,Building Collapse,Poor Construction,1,None,0,0,0,0,0,0,0,2,10,Pending,Pending,Pending,Pending,Pending,23/09/2022,3,2,2,3,0,0,0,0,0,2,2
220911FLWU019,DSCOORD,11/09/2022,RR,Western Area,Western Rural,N/A,Tengbeh Town,8.47616,-13.25223,Flooding,Blocked Water Way,1,None,0,0,0,0,0,0,0,10,25,Pending,Pending,Pending,Pending,Pending,24/09/2022,11,9,3,2,0,0,1,0,0,2,2
220917FLWU020,DSCOORD,17/09/2022,RR,Western Area,Western Rural,N/A,"Pawtor Camp Charlie,Ogo Farm",8.40797,-1326415,Flooding,Heavy Downpour of Rain,0,None,0,0,0,0,0,0,0,57,292,Pending,Pending,Pending,Pending,Pending,25/09/2022,91,82,57,62,0,2,6,0,2,49,51
2208FLWU019,DSCOORD,15/08/2022,RR,Western Area,Western Urban,N/A,"Ordinance, Murray Town Barracks",8.432676,-13.276372,Flooding,Heavy Downpour of Rain,0,None,0,0,0,0,0,0,0,1,5,Pending,Pending,Pending,Pending,Pending,26/09/2022,2,1,2,0,0,0,0,1,0,1,1
220912FRWU058,DSCOORD,12/09/2022,RR,Western Area,Western Urban,N/A,Hoherty Street Murray Town,8.432676,-13.276372,Fire,Electrical Malfunction,1,None,0,0,0,0,0,0,0,4,11,Pending,Pending,Pending,Pending,Pending,27/09/2022,4,3,2,2,0,0,0,0,0,2,1
220717FRSO059,DSCOORD,17/07/2022,RR,South,Bo,Kakwa,"Cotugboma,off Mariama Lane",7.76889,-12.01287,Fire,Electrical Malfunction,1,None,0,0,0,0,0,0,0,4,21,Pending,Pending,Pending,Pending,Pending,28/09/2022,8,5,5,3,0,0,0,0,0,5,2
220404FRPU060,DSCOORD,04/04/2022,RR,South,Pujehun,Yakemoh Kpakumu Krim (YKK),Messima Village,7.272644,-11.228923,Fire,Bush Fire,4,School,1,0,0,0,0,0,0,6,30,Pending,Pending,Pending,Pending,Pending,29/09/2022,11,6,8,5,0,0,0,0,0,4,5
220902FLBT020,DSCOORD,02/09/2022,RR,South,Bonthe,Yawbeko,Kortimahun Village,7.52639,-12.505,Flooding,Heavy Downpour of Rain,0,None,0,0,0,0,0,0,0,32,160,Pending,Pending,Pending,Pending,Pending,30/09/2022,56,44,29,31,0,3,2,0,0,22,27
220902FLBT021,DSCOORD,02/09/2022,RR,South,Bonthe,Yawbeko,Simileh,7.52639,-12.505,Flooding,Heavy Downpour of Rain,1,None,0,0,0,0,0,0,0,46,230,Pending,Pending,Pending,Pending,Pending,01/10/2022,83,63,45,39,0,13,10,0,0,0,31
220902FLBT022,DSCOORD,02/09/2022,RR,South,Bonthe,Yawbeko,Gondoma,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,6,30,Pending,Pending,Pending,Pending,Pending,02/10/2022,11,8,5,6,0,0,1,0,0,,6
220902FLBT023,DSCOORD,02/09/2022,RR,South,Bonthe,Yawbeko,Gbehun,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,43,210,Pending,Pending,Pending,Pending,Pending,03/10/2022,66,64,46,34,1,11,9,0,0,46,31
220902FLBT024,DSCOORD,02/09/2022,RR,South,Bonthe,Yawbeko,Gbembo,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,34,170,Pending,Pending,Pending,Pending,Pending,04/10/2022,54,49,32,35,2,6,4,0,0,26,32
220902FLBT025,DSCOORD,02/09/2022,RR,South,Bonthe,Yawbeko,Sargoh,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,17,87,Pending,Pending,Pending,Pending,Pending,05/10/2022,29,21,19,18,0,5,3,0,0,15,10
220902FLBT026,DSCOORD,02/09/2022,RR,South,Bonthe,Yawbeko,Saingana,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,15,61,Pending,Pending,Pending,Pending,Pending,06/10/2022,21,16,13,11,0,2,2,0,0,5,9
220902FLBT027,DSCOORD,02/09/2022,RR,South,Bonthe,Sogbini ,Gweh,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,10,39,Pending,Pending,Pending,Pending,Pending,07/10/2022,15,10,6,8,0,1,0,0,0,5,6
220902FLBT028,DSCOORD,02/09/2022,RR,South,Bonthe,Sogbini ,Moyande,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,5,27,Pending,Pending,Pending,Pending,Pending,08/10/2022,9,7,5,6,0,0,1,0,0,3,2
220902FLBT029,DSCOORD,02/09/2022,RR,South,Bonthe,Sogbini ,Mando,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,7,37,Pending,Pending,Pending,Pending,Pending,09/10/2022,13,11,8,5,1,0,1,0,0,7,2
220902FLBT030,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Minah,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,30,161,Pending,Pending,Pending,Pending,Pending,10/10/2022,58,44,31,28,1,7,9,0,0,27,20
220902FLBT031,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Maopa,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,22,101,Pending,Pending,Pending,Pending,Pending,11/10/2022,33,25,21,22,0,2,4,0,0,19,17
220902FLBT032,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Bondobu,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,15,67,Pending,Pending,Pending,Pending,Pending,12/10/2022,23,17,12,15,0,4,3,0,0,12,9
220902FLBT033,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Gbembu Village,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,25,122,Pending,Pending,Pending,Pending,Pending,13/10/2022,41,32,24,25,1,7,3,0,0,20,15
220902FLBT034,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Gbap,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,42,206,Pending,Pending,Pending,Pending,Pending,14/10/2022,72,64,33,37,2,10,4,0,0,27,35
220902FLBT035,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Wiba,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,24,102,Pending,Pending,Pending,Pending,Pending,15/10/2022,29,31,18,24,0,5,6,0,0,15,19
220902FLBT036,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Bullum,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,3,16,Pending,Pending,Pending,Pending,Pending,16/10/2022,7,4,3,2,0,1,0,0,0,2,2
220902FLBT037,DSCOORD,02/09/2022,RR,South,Bonthe,Bum,Lago Village,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,4,21,Pending,Pending,Pending,Pending,Pending,17/10/2022,9,6,2,4,0,0,2,0,0,1,1
220902FLBT038,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Masata,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,31,139,Pending,Pending,Pending,Pending,Pending,18/10/2022,42,46,24,27,0,9,7,0,0,19,21
220902FLBT039,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Mano korigoya,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,37,162,Pending,Pending,Pending,Pending,Pending,19/10/2022,54,49,28,31,1,10,5,0,0,25,29
220902FLBT040,DSCOORD,02/09/2022,RR,South,Bonthe,Bum,Lorpunga,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,3,17,Pending,Pending,Pending,Pending,Pending,20/10/2022,8,4,4,1,0,0,1,0,0,2,0
220902FLBT041,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Mofunja,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,7,36,Pending,Pending,Pending,Pending,Pending,21/10/2022,17,9,6,4,0,2,1,0,0,3,3
220902FLBT042,DSCOORD,02/09/2022,RR,South,Bonthe,Bum,Tissama,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,54,267,Pending,Pending,Pending,Pending,Pending,22/10/2022,78,83,55,51,0,13,11,0,0,42,28
220902FLBT043,DSCOORD,02/09/2022,RR,South,Bonthe,Bum,Tormabun,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,37,186,Pending,Pending,Pending,Pending,Pending,23/10/2022,55,59,34,38,1,10,7,0,0,31,28
220902FLBT044,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Mikel Village,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,18,67,Pending,Pending,Pending,Pending,Pending,24/10/2022,19,20,15,13,0,2,0,0,0,12,10
220902FLBT045,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Gbehun,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,25,93,Pending,Pending,Pending,Pending,Pending,25/10/2022,28,25,21,19,0,3,2,0,0,17,14
220902FLBT046,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Subu,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,72,302,Pending,Pending,Pending,Pending,Pending,26/10/2022,81,87,65,69,1,12,3,0,0,52,35
220902FLBT047,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Gbahan,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,10,39,Pending,Pending,Pending,Pending,Pending,27/10/2022,15,11,6,7,0,0,3,0,0,2,3
220902FLBT048,DSCOORD,02/09/2022,RR,South,Bonthe,Sogbini ,Morwhaan,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,35,102,Pending,Pending,Pending,Pending,Pending,28/10/2022,29,33,23,17,2,1,4,0,0,15,11
220902FLBT049,DSCOORD,02/09/2022,RR,South,Bonthe,Sogbini ,Sami,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,20,87,Pending,Pending,Pending,Pending,Pending,29/10/2022,26,25,19,17,0,5,2,0,0,12,14
220902FLBT050,DSCOORD,02/09/2022,RR,South,Bonthe,Nongoba Bullum,Morsongo,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,22,92,Pending,Pending,Pending,Pending,Pending,30/10/2022,27,25,21,19,0,4,1,0,0,17,15
220902FLBT051,DSCOORD,02/09/2022,RR,South,Bonthe,Yawbeko,Talia,7.52639,-12.505,Flooding,Heavy Downpour of Rain,,None,0,0,0,0,0,0,0,115,623,Pending,Pending,Pending,Pending,Pending,31/10/2022,174,187,134,128,2,35,28,0,0,102,98
220923RAWU002,DSCOORD,23/09/2022,RR,Western Area,Western Urban,N/A,Hill Station,8.432676,-13.276372,Road Accident,Break Failure,NA,None,0,0,0,0,0,0,0,N/A,19,Pending,Pending,Pending,Pending,Pending,01/11/2022,8,6,3,2,0,0,0,9,0,2,1
220906RAWU003,DSCOORD,06/09/2022,RR,Western Area,Western Urban,N/A,Hill Cutt Road,8.432676,-13.276372,Road Accident,Break Failure,NA,None,0,0,0,0,0,0,0,N/A,3,Pending,Pending,Pending,Pending,Pending,02/11/2022,3,0,0,0,0,0,0,0,3,0,0
